00004570,0025,0000,ALONZO URIBE RI,559-A C.72               ,73             ,75             ,MERIDA         ,MERIDA         ,CENTRO         ,  ,97000,0         ,106,C ,0000000,W0,LR     ,2,0281,004802810025   ,0002,0002,000.000000,-000.00000,21/10/1999,000000,12
00006687,0051,1054,PANIFICADORA LE,390 8                    ,19             ,ESQ            ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,105,C ,0000007,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.022509,-089.57019,12/05/2006,000085,12
00006704,0051,1052,TDA. POLLY     ,407 53-B                 ,58             ,ESQ            ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,A ,0000027,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.032325,-089.65244,15/05/2006,000326,12
00006934,0051,1052,ABARROTES EL DI,396 51                   ,58             ,60             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000010,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.034017,-089.65278,23/06/2006,000119,12
00007417,0051,1054,ESPEJOS MILLET ,S-N ANILLO  PERIFERICO KM,PERIFERICO     ,PERIFERICO     ,MERIDA         ,MERIDA         ,ANIILLO PERIFER,  ,97300,0449991984,125,C ,0000007,W0,R      ,1,0281,004802810051   ,0001,0001,021.019010,-089.56480,08/09/2006,000086,12
00007499,0051,1052,MINI OKZO      ,248-B 45                 ,40             ,42             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,A ,0000035,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.036119,-089.64004,20/09/2006,000423,12
00007559,0051,1054,SUPER MONTECARL,320 27                   ,34             ,36             ,MERIDA         ,MERIDA         ,MONTECARLO     ,  ,00000,          ,104,C ,0000005,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.027851,-089.58392,30/09/2006,000060,12
00007668,0051,1054,FRUTERIA AMERIC,223 23                   ,24             ,30             ,MERIDA         ,MERIDA         ,MONTECARLO     ,  ,97133,          ,104,C ,0000004,W0,LR     ,2,0281,004802810051   ,0002,0002,021.026789,-089.57921,18/10/2006,000044,12
00007772,0051,1052,TDA. ALEX      ,423 41-C                 ,56             ,58             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,A ,0000024,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.039791,-089.64806,01/11/2006,000284,12
00008812,0051,1052,TDA. EL DIVINO ,225 48                   ,47             ,49-C           ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000013,W0,JS     ,2,0281,004802810051   ,0002,0002,021.033784,-089.64477,24/04/2007,000161,12
00009473,0051,1054,FARMACIAS SIMIL,562 7                    ,24             ,26             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,105,C ,0000006,W0,R      ,1,0281,004802810051   ,0001,0001,021.018327,-089.58072,25/07/2007,000073,12
00009895,0051,1054,JUGOS CALIFORNI,210 26                   ,15             ,ESQ            ,MERIDA         ,MERIDA         ,ALTABRISA      ,  ,97300,          ,114,C ,0000001,W0,R      ,1,0281,004802810051   ,0001,0001,021.016192,-089.58567,08/10/2007,000017,12
00009958,0051,1052,ANTOJITOS MEXIC,343 47                   ,54             ,56             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,114,C ,0000002,W0,M      ,1,0281,004802810051   ,0001,0001,021.036354,-089.64806,13/10/2007,000022,12
00010275,0051,1052,DI BARI PIZZERI,S/N CENTRO COMERCIAL GALE,INT PLAZA GALER,INTE PLAZA GALE,MERIDA         ,MERIDA         ,CORDEMEX       ,  ,97310,0449992566,113,C ,0000007,W0,S      ,1,0281,004802810051   ,0001,0001,021.038890,-089.63191,20/11/2007,000086,12
00010423,0051,1054,YZA ALTABRISA  ,451 7 INT. PLAZA ALTABRIS,22             ,24             ,MERIDA         ,MERIDA         ,FRACC. ALTABRIS,  ,00000,          ,131,A ,0000030,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.018790,-089.58395,12/12/2007,000360,12
00010540,0051,1054,LA FRUTERIA    ,287 23                   ,32             ,ESQ            ,MERIDA         ,MERIDA         ,MONTECARLO     ,  ,97130,          ,105,A ,0000050,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.028341,-089.58198,09/01/2008,000604,12
00010732,0051,1054,CAIMITO III    ,368 6                    ,13             ,13-A           ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,104,B ,0000017,W0,R      ,1,0281,004802810051   ,0001,0001,021.023944,-089.57100,06/02/2008,000206,12
00010738,0051,1052,TDA. RUBIN     ,326 20-C                 ,5-B            ,5-C            ,MERIDA         ,MERIDA         ,XCUMPICH       ,  ,97204,          ,104,C ,0000008,W0,MJ     ,2,0281,004802810051   ,0002,0002,021.032350,-089.63367,07/02/2008,000095,12
00011336,0051,1052,MINISUPER SHEIM,442 41-A                 ,58             ,60             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000019,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.040987,-089.64867,02/05/2008,000230,12
00011391,0051,1054,LA FRONTERA    ,151 18                   ,21             ,21-A           ,MERIDA         ,MERIDA         ,SAN PEDRO CHOLU,  ,97138,          ,114,C ,0000001,W0,R      ,1,0281,004802810051   ,0001,0001,021.009460,-089.56620,09/05/2008,000007,12
00011433,0051,1052,LA BENDICION DE,140 52                   ,41-B           ,41-C           ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,106,C ,0000001,W0,S      ,1,0281,004802810051   ,0001,0001,021.038457,-089.64412,15/05/2008,000012,12
00013765,0051,1052,COMEDOR CICY   ,437 50 EDIFICIO CICY     ,AV XCUMPICH    ,ESQUINA        ,MERIDA         ,MERIDA         ,XCUMPICH       ,  ,97204,          ,125,C ,0000002,W0,M      ,1,0281,004802810051   ,0001,0001,021.033563,-089.64537,18/09/2008,000029,12
00013818,0051,1054,REFRESQUERIA AN,540 26                   ,13             ,15             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,104,C ,0000007,W0,LV     ,2,0281,004802810051   ,0002,0002,021.016350,-089.57710,23/09/2008,000088,12
00013938,0051,1054,TDA. LA BENDICI,178 22                   ,23-A           ,23-B           ,MERIDA         ,MERIDA         ,SAN PEDRO CHOLU,  ,97138,          ,106,C ,0000001,W0,V      ,1,0281,004802810051   ,0001,0001,021.006450,-089.57030,09/10/2008,000010,12
00013939,0051,1054,TDA. PUESTO CCX,333 21-A                 ,22             ,24             ,MERIDA         ,MERIDA         ,SAN PEDRO CHOLU,  ,97138,          ,104,B ,0000017,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.009941,-089.56900,09/10/2008,000203,12
00014098,0051,1054,CERVELLAMA AGUI,350 7                    ,6              ,10             ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,105,B ,0000019,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.024953,-089.57347,29/10/2008,000232,12
00014236,0051,1054,CERVELLAMA CROM,615-B 11-A               ,32             ,34             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,105,C ,0000005,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.012022,-089.57941,13/11/2008,000058,12
00014289,0051,1054,TIENDA ELENA   ,344 23                   ,4              ,6              ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,104,B ,0000016,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.021201,-089.56802,22/11/2008,000198,12
00014603,0051,1054,TDA. CHARLYS   ,526-I 17                 ,28             ,30             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,104,C ,0000003,W0,LV     ,2,0281,004802810051   ,0002,0002,021.014250,-089.57531,22/01/2009,000037,12
00014806,0051,1052,YZA FCO. DE MON,235 50                   ,47             ,ESQ            ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,131,B ,0000014,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.035059,-089.64478,23/02/2009,000171,12
00015523,0051,1054,LA GUADALUPANA ,362 12                   ,11             ,15             ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,104,C ,0000000,W0,V      ,1,0281,004802810051   ,0001,0001,021.023114,-089.57255,17/06/2009,000005,12
00015638,0051,1052,MINI SUPER TRIN,227 37                   ,35             ,37             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000010,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.042999,-089.64286,04/07/2009,000122,12
00015807,0051,1052,ABARROTES EL AR,432 39                   ,56             ,58             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000019,W0,MS     ,2,0281,004802810051   ,0002,0002,021.043369,-089.64656,29/07/2009,000222,12
00015874,0051,1054,MINISUPER LA ES,592E 32                  ,9              ,11             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,104,B ,0000020,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.014246,-089.58099,07/08/2009,000234,12
00015888,0051,1052,MISCELANEA LOS ,335 43-A                 ,54             ,56             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000016,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.038361,-089.64690,10/08/2009,000188,12
00016245,0051,1052,GYM            ,85 50                    ,33             ,39             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,9850427   ,123,B ,0000020,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.043306,-089.64152,01/10/2009,000237,12
00016472,0051,1052,MINI SUPER SANT,371 49-F                 ,56             ,58             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,9535971   ,104,C ,0000007,W0,MS     ,2,0281,004802810051   ,0002,0002,021.033788,-089.65047,10/11/2009,000085,12
00016976,0051,1052,MUNDO HELADO PL,S/N 60  INTERIOR PLAZA GA,3              ,3-A            ,MERIDA         ,MERIDA         ,U.HAB.REVOLUCIO,  ,97110,9551502   ,134,C ,0000004,W0,S      ,1,0281,004802810051   ,0001,0001,021.039500,-089.63196,09/02/2010,000052,12
00017443,0051,1052,CARNITAS LA NUM,333 45-B                 ,52             ,54             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,9196703   ,114,C ,0000001,W0,J      ,1,0281,004802810051   ,0001,0001,021.036198,-089.64637,16/04/2010,000010,12
00017584,0051,1052,PAPELERIA LA LI,371 43                   ,54             ,56             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000011,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.038668,-089.64637,12/05/2010,000137,12
00017675,0051,1054,BAGUETES PANTAG,509 20                   ,7              ,9              ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,115,C ,0000002,W0,LR     ,2,0281,004802810051   ,0002,0002,021.021860,-089.57637,28/05/2010,000022,12
00018207,0051,1052,TDA. GLORIA    ,216 45-B                 ,40             ,42             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,C ,0000002,W0,MS     ,2,0281,004802810051   ,0002,0002,021.035247,-089.64082,09/09/2010,000029,12
00018638,0051,1059,FARMACIAS SIMIL,323 29                   ,22             ,24             ,MERIDA         ,MERIDA         ,SAN PEDRO CHOLU,  ,97138,          ,105,C ,0000005,W0,L      ,1,0281,004802810051   ,0001,0001,021.003499,-089.57328,23/11/2010,000055,12
00018707,0051,1054,LA PASADITA DE ,266 16 DIAGONAL          ,21-E           ,21-A           ,MERIDA         ,MERIDA         ,FRACC.PINOS DEL,  ,97134,          ,104,C ,0000004,W0,LV     ,2,0281,004802810051   ,0002,0002,021.008194,-089.56442,10/12/2010,000051,12
00018719,0051,1054,MINISUPER ALEJA,588 28                   ,7              ,9              ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,104,C ,0000007,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.017022,-089.58168,14/12/2010,000080,12
00018750,0051,1052,TDA. LA FE     ,329 49-E                 ,52             ,54             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,C ,0000001,W0,MS     ,2,0281,004802810051   ,0002,0002,021.033150,-089.64742,22/12/2010,000013,12
00018946,0051,1052,EL COLON       ,329 7                    ,24             ,28             ,MERIDA         ,MERIDA         ,XCUMPICH       ,  ,97204,          ,114,C ,0000001,W0,J      ,1,0281,004802810051   ,0001,0001,021.030434,-089.63799,02/02/2011,000014,12
00018978,0051,1054,FARMACIA SIMILA,57 9                     ,8              ,ESQ            ,MERIDA         ,MERIDA         ,SAN CARLOS     ,  ,97130,          ,105,C ,0000004,W0,R      ,1,0281,004802810051   ,0001,0001,021.013560,-089.58424,07/02/2011,000053,12
00019141,0051,1052,MINISUPER TEXAS,406 45                   ,58             ,ESQ            ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000016,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.038355,-089.64946,04/03/2011,000195,12
00019144,0051,1054,MAR Y PESCA    ,268-A 17                 ,32             ,34             ,MERIDA         ,MERIDA         ,PINOS FLORIDA  ,  ,97138,          ,114,C ,0000001,W0,R      ,1,0281,004802810051   ,0001,0001,021.008517,-089.57717,05/03/2011,000014,12
00019155,0051,1052,PAPELERIA EL ES,406 51                   ,58             ,60             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,1950800   ,105,B ,0000012,W0,MJ     ,2,0281,004802810051   ,0002,0002,021.033620,-089.65276,09/03/2011,000149,12
00019241,0051,1054,PAPELERIA Y REG,533-A 15                 ,30             ,32             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,134,C ,0000005,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.013884,-089.57706,24/03/2011,000055,12
00019335,0051,1052,TDA. LA ESQUINA,300 24                   ,5              ,5-A            ,MERIDA         ,MERIDA         ,XCUMPICH       ,  ,97204,9813951   ,104,A ,0000029,W0,S      ,1,0281,004802810051   ,0001,0001,021.034187,-089.63687,06/04/2011,000351,12
00019522,0051,1052,EL TIBU        ,119 50                   ,39-C           ,41             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,114,C ,0000007,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.040675,-089.64265,03/05/2011,000080,12
00019575,0051,1054,LONCHERIA MARI ,272 23                   ,32             ,34             ,MERIDA         ,MERIDA         ,FRACC. LA FLORI,  ,97138,          ,114,C ,0000001,W0,LV     ,2,0281,004802810051   ,0002,0002,021.008358,-089.57558,07/05/2011,000016,12
00019717,0051,1054,EMPANADAS D´RAC,274 6-A                  ,17-B           ,ESQ            ,MERIDA         ,MERIDA         ,JARDINES DE VIS,  ,97130,          ,114,C ,0000003,W0,LR     ,2,0281,004802810051   ,0002,0002,021.011690,-089.58014,25/05/2011,000035,12
00019790,0051,1052,MARISQUERIA HEZ,334-D 47                 ,54             ,ESQ            ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,114,C ,0000003,W0,J      ,1,0281,004802810051   ,0001,0001,021.035966,-089.64699,06/06/2011,000036,12
00019934,0051,1054,LICORERIA JORGE,307 2                    ,7              ,11             ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,105,C ,0000003,W0,L      ,1,0281,004802810051   ,0001,0001,021.025371,-089.57104,04/07/2011,000039,12
00019980,0051,1052,TDA. EL BUEN VI,228 41-C                 ,40             ,42             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000008,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.037572,-089.64103,11/07/2011,000098,12
00020081,0051,1052,CIBER LA ESQUIN,335 45                   ,54             ,56             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,111,C ,0000002,W0,J      ,1,0281,004802810051   ,0001,0001,021.037476,-089.64719,26/07/2011,000021,12
00020098,0051,1052,HEY FITNESS    ,299-A 60 PLAZA GALERIAS  ,INT PLAZA      ,INT PLAZA      ,MERIDA         ,MERIDA         ,CORDEMEX       ,  ,97310,9415288   ,116,C ,0000000,W0,M      ,1,0281,004802810051   ,0001,0001,021.039210,-089.63191,28/07/2011,000003,12
00020311,0051,1054,MODELORAMA MAYA,573-A 9-A                ,28             ,30             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,104,C ,0000002,W0,R      ,1,0281,004802810051   ,0001,0001,021.015688,-089.58108,26/08/2011,000021,12
00020442,0051,1054,NEAT  CARWASH  ,264-A 32                 ,17             ,ESQ            ,MERIDA         ,MERIDA         ,FRACC. LA FLORI,  ,97138,          ,125,C ,0000001,W0,V      ,1,0281,004802810051   ,0001,0001,021.009105,-089.57642,14/09/2011,000016,12
00020784,0051,1054,EXERSITE MERIDA,451 7                    ,INT PLAZA      ,INT PLAZA      ,MERIDA         ,MERIDA         ,FRACC ALTABRISA,  ,97133,          ,116,B ,0000010,W0,R      ,1,0281,004802810051   ,0001,0001,021.017736,-089.58210,07/11/2011,000118,12
00020815,0051,1054,ESTANQUILLO LA ,360 21-A                 ,28             ,30             ,MERIDA         ,MERIDA         ,SAN PEDRO CHOLU,  ,97138,          ,114,C ,0000001,W0,R      ,1,0281,004802810051   ,0001,0001,021.011050,-089.57109,09/11/2011,000016,12
00020960,0051,1052,ITALIAN PIZZA  ,88 50                    ,33             ,37             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,114,C ,0000008,W0,MJS    ,3,0281,004802810051   ,0003,0003,021.043602,-089.64122,24/11/2011,000096,12
00021139,0051,1054,KAZUELITAS     ,300 12                   ,1              ,7              ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,115,C ,0000001,W0,R      ,1,0281,004802810051   ,0001,0001,021.024237,-089.57405,23/12/2011,000008,12
00021140,0051,1054,PESCADERIA AGUI,300 7                    ,2              ,4              ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,115,C ,0000003,W0,R      ,1,0281,004802810051   ,0001,0001,021.026142,-089.57215,23/12/2011,000039,12
00021391,0051,1054,ESTANQUILLO TEL,385 2                    ,17             ,21-A           ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,104,C ,0000004,W0,LV     ,2,0281,004802810051   ,0002,0002,021.023480,-089.56921,01/02/2012,000051,12
00021402,0051,1054,AL SHOP        ,261 19-A DIAGONAL        ,20-G           ,20-H           ,MERIDA         ,MERIDA         ,FRACC.JARDINES ,  ,97134,          ,104,B ,0000022,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.015270,-089.57075,02/02/2012,000258,12
00021527,0051,1052,SUPER WILLYS FC,221 50                   ,45             ,47-A           ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,A ,0000027,W0,MS     ,2,0281,004802810051   ,0002,0002,021.036240,-089.64470,16/02/2012,000319,12
00021650,0051,1052,COCINA LA SAZON,404 47                   ,56             ,58             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,114,C ,0000000,W0,M      ,1,0281,004802810051   ,0001,0001,021.036802,-089.64925,07/03/2012,000002,12
00021651,0051,1054,LA MICHOACANA M,544 26                   ,15             ,ESQ            ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,105,C ,0000002,W0,LV     ,2,0281,004802810051   ,0002,0002,021.016320,-089.57677,07/03/2012,000024,12
00021672,0051,1052,SUPER WILL¨YS F,219 42                   ,45             ,45A            ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,B ,0000014,W0,JS     ,2,0281,004802810051   ,0002,0002,021.036011,-089.64132,09/03/2012,000172,12
00021860,0051,1054,PIZZERIA COVI  ,149-A 28                 ,21             ,34             ,MERIDA         ,MERIDA         ,SAN PEDRO CHOLU,  ,97138,          ,114,C ,0000004,W0,V      ,1,0281,004802810051   ,0001,0001,021.010099,-089.57196,12/04/2012,000042,12
00021965,0051,1054,TDA. PARAISO MA,538-D 22                 ,17             ,ESQ            ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,104,B ,0000019,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.017440,-089.57302,30/04/2012,000224,12
00022228,0051,1054,FARMACIA YZA FL,204 17                   ,26             ,28             ,MERIDA         ,MERIDA         ,PINOS FLORIDA  ,  ,97138,          ,131,B ,0000014,W0,LV     ,2,0281,004802810051   ,0002,0002,021.015120,-089.57433,09/06/2012,000165,12
00022457,0051,1054,TDA. LA FLOR DE,343 15                   ,6              ,10             ,MERIDA         ,MERIDA         ,LAS AGUILAS    ,  ,97134,          ,104,A ,0000042,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.023022,-089.57106,31/07/2012,000506,12
00022664,0051,1054,DISCOTECA SHAH ,491 15                   ,22             ,ESQU           ,MERIDA         ,MERIDA         ,FRACC. ALTABRIS,  ,97130,          ,111,C ,0000004,W0,V      ,1,0281,004802810051   ,0001,0001,021.017963,-089.57490,07/09/2012,000053,12
00022866,0051,1052,TAQUITOS LA CHI,380 63                   ,56             ,21             ,MERIDA         ,MERIDA         ,FRACC.CAMARA DE,  ,97200,          ,115,C ,0000004,W0,MJ     ,2,0281,004802810051   ,0002,0002,021.024469,-089.65463,12/10/2012,000048,12
00022883,0051,1054,MOLINO EL MAIZA,592 11                   ,32             ,13             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,105,B ,0000010,W0,LRV    ,3,0281,004802810051   ,0003,0003,021.014520,-089.58007,16/10/2012,000114,12
00022974,0051,1054,MODELORAMA KANS,251 19-A DIAGONAL        ,20-F           ,20-G           ,MERIDA         ,MERIDA         ,FRACC.JARDINES ,  ,97134,          ,133,C ,0000002,W0,V      ,1,0281,004802810051   ,0001,0001,021.015224,-089.56715,31/10/2012,000018,12
00023134,0051,1052,PIN PON PAPAS  ,250 50                   ,49-C           ,47             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,114,C ,0000002,W0,M      ,1,0281,004802810051   ,0001,0001,021.034757,-089.64507,23/11/2012,000023,12
00023327,0051,1052,LONCHERIA XCUMP,352 5-B                  ,24             ,42             ,MERIDA         ,MERIDA         ,XCUMPICH       ,  ,97204,          ,114,C ,0000002,W0,M      ,1,0281,004802810051   ,0001,0001,021.033060,-089.63733,02/01/2013,000021,12
00023458,0051,1052,PRONOSTICOS DON,204 51-A                 ,40             ,42             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,105,C ,0000003,W0,MJ     ,2,0281,004802810051   ,0002,0002,021.029912,-089.64148,23/01/2013,000038,12
00023465,0051,1054,TDA. BETEL     ,519 13                   ,20             ,22             ,MERIDA         ,MERIDA         ,MAYA           ,  ,97134,          ,104,B ,0000016,W0,LV     ,2,0281,004802810051   ,0002,0002,021.019450,-089.57481,24/01/2013,000186,12
00023938,0051,1052,TDA. EL AMANECE,362 49-F                 ,54             ,56             ,MERIDA         ,MERIDA         ,FRACISCO DE MON,  ,97205,          ,104,C ,0000003,W0,JS     ,2,0281,004802810051   ,0002,0002,021.033098,-089.64856,25/03/2013,000033,12
00024096,0051,1052,RAVELOS FCO DE ,233 50                   ,47             ,49C            ,MERIDA         ,MERIDA         ,FRANCISCO DE MO,  ,97203,          ,114,B ,0000008,W0,J      ,1,0281,004802810051   ,0001,0001,021.034430,-089.64521,30/04/2013,000098,12
